series_id,year,value,supersector,industry,datatype,period
CEU0500000012,2020,390.7,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000012,2020,389.07,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000012,2020,398.51,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000012,2020,390.36,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000012,2020,393.86,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000012,2020,401.41,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",November
CEU0500000012,2020,398.67,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",December
CEU0500000012,2020,391.94,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",Annual Average
CEU0500000012,2021,397.61,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000012,2021,392.93,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000012,2021,393.41,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000012,2021,394.97,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000012,2021,399.08,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000012,2021,387.84,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000012,2021,387.54,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000012,2021,395.31,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000012,2021,388.63,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000012,2021,389.92,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000012,2021,388.64,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",November
CEU0500000012,2021,390.94,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",December
CEU0500000012,2021,392.32,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",Annual Average
CEU0500000012,2022,392.18,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000012,2022,385.6,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000012,2022,381.59,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000012,2022,381.35,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000012,2022,383.6,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000012,2022,372.84,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000012,2022,374.95,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000012,2022,375.67,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000012,2022,377.65,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000012,2022,384.94,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000012,2022,377.96,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",November
CEU0500000012,2022,380.86,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",December
CEU0500000012,2022,380.76,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",Annual Average
CEU0500000012,2023,386.28,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000012,2023,378.53,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000012,2023,376.86,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000012,2023,385.16,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000012,2023,376.27,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000012,2023,375.82,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000012,2023,385.15,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000012,2023,377.81,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000012,2023,378.45,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000012,2023,386.51,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000012,2023,380.7,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",November
CEU0500000012,2023,384.21,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",December
CEU0500000012,2023,381.01,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",Annual Average
CEU0500000012,2024,379.96,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000012,2024,380.31,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000012,2024,379.2,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000012,2024,378.9,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000012,2024,378.84,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000012,2024,386.35,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000012,2024,378.58,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000012,2024,381.47,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000012,2024,389.13,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000012,2024,383.53,Total private,Total private,"AVERAGE WEEKLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000013,2014,10.41,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000013,2014,10.47,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000013,2014,10.36,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000013,2014,10.29,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000013,2014,10.21,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000013,2014,10.25,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000013,2014,10.2,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000013,2014,10.22,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000013,2014,10.29,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000013,2014,10.33,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000013,2014,10.49,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",November
CEU0500000013,2014,10.47,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",December
CEU0500000013,2014,10.33,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",Annual Average
CEU0500000013,2015,10.64,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000013,2015,10.67,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000013,2015,10.6,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000013,2015,10.54,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000013,2015,10.46,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000013,2015,10.38,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000013,2015,10.4,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000013,2015,10.51,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000013,2015,10.53,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000013,2015,10.57,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000013,2015,10.69,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",November
CEU0500000013,2015,10.65,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",December
CEU0500000013,2015,10.56,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",Annual Average
CEU0500000013,2016,10.76,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000013,2016,10.75,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000013,2016,10.7,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000013,2016,10.7,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000013,2016,10.69,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000013,2016,10.54,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000013,2016,10.61,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000013,2016,10.59,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000013,2016,10.66,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000013,2016,10.76,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000013,2016,10.71,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",November
CEU0500000013,2016,10.72,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",December
CEU0500000013,2016,10.68,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",Annual Average
CEU0500000013,2017,10.83,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000013,2017,10.74,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000013,2017,10.72,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000013,2017,10.8,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000013,2017,10.68,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000013,2017,10.63,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000013,2017,10.76,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000013,2017,10.66,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000013,2017,10.72,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000013,2017,10.79,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000013,2017,10.73,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",November
CEU0500000013,2017,10.78,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",December
CEU0500000013,2017,10.74,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",Annual Average
CEU0500000013,2018,10.84,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000013,2018,10.78,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000013,2018,10.77,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000013,2018,10.84,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000013,2018,10.69,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000013,2018,10.63,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000013,2018,10.75,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000013,2018,10.71,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000013,2018,10.87,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000013,2018,10.8,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000013,2018,10.85,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",November
CEU0500000013,2018,11.02,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",December
CEU0500000013,2018,10.8,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",Annual Average
CEU0500000013,2019,11.01,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000013,2019,10.99,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000013,2019,10.93,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000013,2019,10.9,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000013,2019,10.85,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000013,2019,10.89,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000013,2019,10.86,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000013,2019,10.89,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000013,2019,11.02,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000013,2019,10.95,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000013,2019,10.99,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",November
CEU0500000013,2019,11.09,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",December
CEU0500000013,2019,10.95,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",Annual Average
CEU0500000013,2020,11.07,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000013,2020,11.14,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000013,2020,11.2,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000013,2020,11.75,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000013,2020,11.56,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000013,2020,11.29,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000013,2020,11.28,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000013,2020,11.35,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000013,2020,11.31,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000013,2020,11.32,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000013,2020,11.44,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",November
CEU0500000013,2020,11.46,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",December
CEU0500000013,2020,11.34,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",Annual Average
CEU0500000013,2021,11.49,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000013,2021,11.46,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000013,2021,11.34,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000013,2021,11.35,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000013,2021,11.34,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000013,2021,11.14,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000013,2021,11.17,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000013,2021,11.26,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000013,2021,11.26,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000013,2021,11.24,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000013,2021,11.2,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",November
CEU0500000013,2021,11.23,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",December
CEU0500000013,2021,11.29,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",Annual Average
CEU0500000013,2022,11.37,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000013,2022,11.18,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000013,2022,11.06,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000013,2022,11.09,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000013,2022,11.02,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000013,2022,10.78,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000013,2022,10.87,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000013,2022,10.89,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000013,2022,10.95,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000013,2022,11.03,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000013,2022,10.99,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",November
CEU0500000013,2022,11.07,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",December
CEU0500000013,2022,11.02,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",Annual Average
CEU0500000013,2023,11.16,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000013,2023,11.04,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000013,2023,11.02,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000013,2023,11.13,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000013,2023,11.0,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000013,2023,10.96,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000013,2023,11.1,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000013,2023,10.98,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
CEU0500000013,2023,11.03,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",September
CEU0500000013,2023,11.14,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",October
CEU0500000013,2023,11.1,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",November
CEU0500000013,2023,11.17,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",December
CEU0500000013,2023,11.07,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",Annual Average
CEU0500000013,2024,11.24,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",January
CEU0500000013,2024,11.15,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",February
CEU0500000013,2024,11.09,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",March
CEU0500000013,2024,11.11,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",April
CEU0500000013,2024,11.08,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",May
CEU0500000013,2024,11.13,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",June
CEU0500000013,2024,11.1,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",July
CEU0500000013,2024,11.12,Total private,Total private,"AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES, 1982-1984 DOLLARS",August
