series_id        	sector_code	measure_code	duration_code	base_year	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
MPU0624512       	0624	51	2	2017	Real sectoral output for Social assistance (NAICS 624), Indexes = 100.000		1987	A01	2022	A01
MPU0624513       	0624	51	3	-	Real sectoral output for Social assistance (NAICS 624), % Change Year Ago		1988	A01	2022	A01
MPU0624552       	0624	55	2	2017	Energy input for Social assistance (NAICS 624), Indexes = 100.000		1987	A01	2022	A01
MPU0624553       	0624	55	3	-	Energy input for Social assistance (NAICS 624), % Change Year Ago		1988	A01	2022	A01
MPU0624562       	0624	56	2	2017	Materials input for Social assistance (NAICS 624), Indexes = 100.000		1987	A01	2022	A01
MPU0624563       	0624	56	3	-	Materials input for Social assistance (NAICS 624), % Change Year Ago		1988	A01	2022	A01
MPU0624572       	0624	57	2	2017	Services Input for Social assistance (NAICS 624), Indexes = 100.000		1987	A01	2022	A01
MPU0624573       	0624	57	3	-	Services Input for Social assistance (NAICS 624), % Change Year Ago		1988	A01	2022	A01
MPU0624611       	0624	61	1	-	Sectoral output, billions of current dollars for Social assistance (NAICS 624), Levels		1987	A01	2022	A01
MPU0624621       	0624	62	1	-	Capital costs, billions of current dollars for Social assistance (NAICS 624), Levels		1987	A01	2022	A01
MPU0624631       	0624	63	1	-	Labor costs, billions of current dollars for Social assistance (NAICS 624), Levels		1987	A01	2022	A01
MPU0624641       	0624	64	1	-	Energy costs, billions of current dollars for Social assistance (NAICS 624), Levels		1987	A01	2022	A01
MPU0624651       	0624	65	1	-	Materials costs, billions of current dollars for Social assistance (NAICS 624), Levels		1987	A01	2022	A01
MPU0624661       	0624	66	1	-	Services costs, billions of current dollars for Social assistance (NAICS 624), Levels		1987	A01	2022	A01
MPU0624671       	0624	67	1	-	Capital share for Social assistance (NAICS 624), Levels		1987	A01	2022	A01
MPU0624681       	0624	68	1	-	Labor share for Social assistance (NAICS 624), Levels		1987	A01	2022	A01
MPU0624691       	0624	69	1	-	Energy share for Social assistance (NAICS 624), Levels		1987	A01	2022	A01
MPU0624701       	0624	70	1	-	Materials share for Social assistance (NAICS 624), Levels		1987	A01	2022	A01
MPU0624711       	0624	71	1	-	Services share for Social assistance (NAICS 624), Levels		1987	A01	2022	A01
MPU0624742       	0624	74	2	2017	Contribution of energy intensity to labor productivity for Social assistance (NAICS 624), Indexes = 100.000		1987	A01	2022	A01
MPU0624743       	0624	74	3	-	Contribution of energy intensity to labor productivity for Social assistance (NAICS 624), % Change Year Ago		1988	A01	2022	A01
MPU0624762       	0624	76	2	2017	Contribution of materials intensity to labor productivity for Social assistance (NAICS 624), Indexes = 100.000		1987	A01	2022	A01
MPU0624763       	0624	76	3	-	Contribution of materials intensity to labor productivity for Social assistance (NAICS 624), % Change Year Ago		1988	A01	2022	A01
MPU0624772       	0624	77	2	2017	Contribution of services intensity to labor productivity for Social assistance (NAICS 624), Indexes = 100.000		1987	A01	2022	A01
MPU0624773       	0624	77	3	-	Contribution of services intensity to labor productivity for Social assistance (NAICS 624), % Change Year Ago		1988	A01	2022	A01
MPU0624782       	0624	78	2	2017	Contribution of intermediate inputs intensity to labor productivity for Social assistance (NAICS 624), Indexes = 100.000		1987	A01	2022	A01
MPU0624783       	0624	78	3	-	Contribution of intermediate inputs intensity to labor productivity for Social assistance (NAICS 624), % Change Year Ago		1988	A01	2022	A01
MPU0711012       	0711	01	2	2017	Total factor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000	04	1987	A01	2022	A01
MPU0711013       	0711	01	3	-	Total factor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago	04	1988	A01	2022	A01
MPU0711032       	0711	03	2	2017	Combined inputs for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000	06	1987	A01	2022	A01
MPU0711033       	0711	03	3	-	Combined inputs for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago	06	1988	A01	2022	A01
MPU0711042       	0711	04	2	2017	Capital input for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000	00	1987	A01	2022	A01
MPU0711043       	0711	04	3	-	Capital input for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago	00	1988	A01	2022	A01
MPU0711052       	0711	05	2	2017	Labor input for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000	03	1987	A01	2022	A01
MPU0711053       	0711	05	3	-	Labor input for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago	03	1988	A01	2022	A01
MPU0711062       	0711	06	2	2017	Labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000	08	1987	A01	2022	A01
MPU0711063       	0711	06	3	-	Labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago	08	1988	A01	2022	A01
MPU0711072       	0711	07	2	2017	Capital productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711073       	0711	07	3	-	Capital productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711082       	0711	08	2	2017	Capital intensity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711083       	0711	08	3	-	Capital intensity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711152       	0711	15	2	2017	Contribution of capital intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711153       	0711	15	3	-	Contribution of capital intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711162       	0711	16	2	2017	Contribution of information processing equipment (IPE) intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711163       	0711	16	3	-	Contribution of information processing equipment (IPE) intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711172       	0711	17	2	2017	Contribution of capital input excluding IPP and IPE intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711173       	0711	17	3	-	Contribution of capital input excluding IPP and IPE intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711182       	0711	18	2	2017	Contribution of labor composition to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711183       	0711	18	3	-	Contribution of labor composition to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711192       	0711	19	2	2017	Contribution of research and development (R&D) intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711193       	0711	19	3	-	Contribution of research and development (R&D) intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711202       	0711	20	2	2017	Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711203       	0711	20	3	-	Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711212       	0711	21	2	2017	Unit labor costs for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711213       	0711	21	3	-	Unit labor costs for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711222       	0711	22	2	2017	Unit capital costs for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711223       	0711	22	3	-	Unit capital costs for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711512       	0711	51	2	2017	Real sectoral output for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711513       	0711	51	3	-	Real sectoral output for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711552       	0711	55	2	2017	Energy input for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711553       	0711	55	3	-	Energy input for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711562       	0711	56	2	2017	Materials input for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711563       	0711	56	3	-	Materials input for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711572       	0711	57	2	2017	Services Input for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711573       	0711	57	3	-	Services Input for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711611       	0711	61	1	-	Sectoral output, billions of current dollars for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Levels		1987	A01	2022	A01
MPU0711621       	0711	62	1	-	Capital costs, billions of current dollars for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Levels		1987	A01	2022	A01
MPU0711631       	0711	63	1	-	Labor costs, billions of current dollars for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Levels		1987	A01	2022	A01
MPU0711641       	0711	64	1	-	Energy costs, billions of current dollars for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Levels		1987	A01	2022	A01
MPU0711651       	0711	65	1	-	Materials costs, billions of current dollars for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Levels		1987	A01	2022	A01
MPU0711661       	0711	66	1	-	Services costs, billions of current dollars for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Levels		1987	A01	2022	A01
MPU0711671       	0711	67	1	-	Capital share for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Levels		1987	A01	2022	A01
MPU0711681       	0711	68	1	-	Labor share for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Levels		1987	A01	2022	A01
MPU0711691       	0711	69	1	-	Energy share for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Levels		1987	A01	2022	A01
MPU0711701       	0711	70	1	-	Materials share for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Levels		1987	A01	2022	A01
MPU0711711       	0711	71	1	-	Services share for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Levels		1987	A01	2022	A01
MPU0711742       	0711	74	2	2017	Contribution of energy intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711743       	0711	74	3	-	Contribution of energy intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711762       	0711	76	2	2017	Contribution of materials intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711763       	0711	76	3	-	Contribution of materials intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711772       	0711	77	2	2017	Contribution of services intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711773       	0711	77	3	-	Contribution of services intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0711782       	0711	78	2	2017	Contribution of intermediate inputs intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), Indexes = 100.000		1987	A01	2022	A01
MPU0711783       	0711	78	3	-	Contribution of intermediate inputs intensity to labor productivity for Performing arts, spectator sports, museums, and related activities (NAICS 711,712), % Change Year Ago		1988	A01	2022	A01
MPU0713012       	0713	01	2	2017	Total factor productivity for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000	04	1987	A01	2022	A01
MPU0713013       	0713	01	3	-	Total factor productivity for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago	04	1988	A01	2022	A01
MPU0713032       	0713	03	2	2017	Combined inputs for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000	06	1987	A01	2022	A01
MPU0713033       	0713	03	3	-	Combined inputs for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago	06	1988	A01	2022	A01
MPU0713042       	0713	04	2	2017	Capital input for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000	00	1987	A01	2022	A01
MPU0713043       	0713	04	3	-	Capital input for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago	00	1988	A01	2022	A01
MPU0713052       	0713	05	2	2017	Labor input for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000	03	1987	A01	2022	A01
MPU0713053       	0713	05	3	-	Labor input for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago	03	1988	A01	2022	A01
MPU0713062       	0713	06	2	2017	Labor productivity for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000	08	1987	A01	2022	A01
MPU0713063       	0713	06	3	-	Labor productivity for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago	08	1988	A01	2022	A01
MPU0713072       	0713	07	2	2017	Capital productivity for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713073       	0713	07	3	-	Capital productivity for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713082       	0713	08	2	2017	Capital intensity for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713083       	0713	08	3	-	Capital intensity for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713152       	0713	15	2	2017	Contribution of capital intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713153       	0713	15	3	-	Contribution of capital intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713162       	0713	16	2	2017	Contribution of information processing equipment (IPE) intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713163       	0713	16	3	-	Contribution of information processing equipment (IPE) intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713172       	0713	17	2	2017	Contribution of capital input excluding IPP and IPE intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713173       	0713	17	3	-	Contribution of capital input excluding IPP and IPE intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713182       	0713	18	2	2017	Contribution of labor composition to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713183       	0713	18	3	-	Contribution of labor composition to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713192       	0713	19	2	2017	Contribution of research and development (R&D) intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713193       	0713	19	3	-	Contribution of research and development (R&D) intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713202       	0713	20	2	2017	Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713203       	0713	20	3	-	Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713212       	0713	21	2	2017	Unit labor costs for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713213       	0713	21	3	-	Unit labor costs for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713222       	0713	22	2	2017	Unit capital costs for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713223       	0713	22	3	-	Unit capital costs for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713512       	0713	51	2	2017	Real sectoral output for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713513       	0713	51	3	-	Real sectoral output for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713552       	0713	55	2	2017	Energy input for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713553       	0713	55	3	-	Energy input for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713562       	0713	56	2	2017	Materials input for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713563       	0713	56	3	-	Materials input for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713572       	0713	57	2	2017	Services Input for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713573       	0713	57	3	-	Services Input for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713611       	0713	61	1	-	Sectoral output, billions of current dollars for Amusements, gambling, and recreation industries (NAICS 713), Levels		1987	A01	2022	A01
MPU0713621       	0713	62	1	-	Capital costs, billions of current dollars for Amusements, gambling, and recreation industries (NAICS 713), Levels		1987	A01	2022	A01
MPU0713631       	0713	63	1	-	Labor costs, billions of current dollars for Amusements, gambling, and recreation industries (NAICS 713), Levels		1987	A01	2022	A01
MPU0713641       	0713	64	1	-	Energy costs, billions of current dollars for Amusements, gambling, and recreation industries (NAICS 713), Levels		1987	A01	2022	A01
MPU0713651       	0713	65	1	-	Materials costs, billions of current dollars for Amusements, gambling, and recreation industries (NAICS 713), Levels		1987	A01	2022	A01
MPU0713661       	0713	66	1	-	Services costs, billions of current dollars for Amusements, gambling, and recreation industries (NAICS 713), Levels		1987	A01	2022	A01
MPU0713671       	0713	67	1	-	Capital share for Amusements, gambling, and recreation industries (NAICS 713), Levels		1987	A01	2022	A01
MPU0713681       	0713	68	1	-	Labor share for Amusements, gambling, and recreation industries (NAICS 713), Levels		1987	A01	2022	A01
MPU0713691       	0713	69	1	-	Energy share for Amusements, gambling, and recreation industries (NAICS 713), Levels		1987	A01	2022	A01
MPU0713701       	0713	70	1	-	Materials share for Amusements, gambling, and recreation industries (NAICS 713), Levels		1987	A01	2022	A01
MPU0713711       	0713	71	1	-	Services share for Amusements, gambling, and recreation industries (NAICS 713), Levels		1987	A01	2022	A01
MPU0713742       	0713	74	2	2017	Contribution of energy intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713743       	0713	74	3	-	Contribution of energy intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713762       	0713	76	2	2017	Contribution of materials intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713763       	0713	76	3	-	Contribution of materials intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713772       	0713	77	2	2017	Contribution of services intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713773       	0713	77	3	-	Contribution of services intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0713782       	0713	78	2	2017	Contribution of intermediate inputs intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), Indexes = 100.000		1987	A01	2022	A01
MPU0713783       	0713	78	3	-	Contribution of intermediate inputs intensity to labor productivity for Amusements, gambling, and recreation industries (NAICS 713), % Change Year Ago		1988	A01	2022	A01
MPU0721012       	0721	01	2	2017	Total factor productivity for Accommodation (NAICS 721), Indexes = 100.000	04	1987	A01	2022	A01
MPU0721013       	0721	01	3	-	Total factor productivity for Accommodation (NAICS 721), % Change Year Ago	04	1988	A01	2022	A01
MPU0721032       	0721	03	2	2017	Combined inputs for Accommodation (NAICS 721), Indexes = 100.000	06	1987	A01	2022	A01
MPU0721033       	0721	03	3	-	Combined inputs for Accommodation (NAICS 721), % Change Year Ago	06	1988	A01	2022	A01
MPU0721042       	0721	04	2	2017	Capital input for Accommodation (NAICS 721), Indexes = 100.000	00	1987	A01	2022	A01
MPU0721043       	0721	04	3	-	Capital input for Accommodation (NAICS 721), % Change Year Ago	00	1988	A01	2022	A01
MPU0721052       	0721	05	2	2017	Labor input for Accommodation (NAICS 721), Indexes = 100.000	03	1987	A01	2022	A01
MPU0721053       	0721	05	3	-	Labor input for Accommodation (NAICS 721), % Change Year Ago	03	1988	A01	2022	A01
MPU0721062       	0721	06	2	2017	Labor productivity for Accommodation (NAICS 721), Indexes = 100.000	08	1987	A01	2022	A01
MPU0721063       	0721	06	3	-	Labor productivity for Accommodation (NAICS 721), % Change Year Ago	08	1988	A01	2022	A01
MPU0721072       	0721	07	2	2017	Capital productivity for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721073       	0721	07	3	-	Capital productivity for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721082       	0721	08	2	2017	Capital intensity for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721083       	0721	08	3	-	Capital intensity for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721152       	0721	15	2	2017	Contribution of capital intensity to labor productivity for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721153       	0721	15	3	-	Contribution of capital intensity to labor productivity for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721162       	0721	16	2	2017	Contribution of information processing equipment (IPE) intensity to labor productivity for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721163       	0721	16	3	-	Contribution of information processing equipment (IPE) intensity to labor productivity for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721172       	0721	17	2	2017	Contribution of capital input excluding IPP and IPE intensity to labor productivity for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721173       	0721	17	3	-	Contribution of capital input excluding IPP and IPE intensity to labor productivity for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721182       	0721	18	2	2017	Contribution of labor composition to labor productivity for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721183       	0721	18	3	-	Contribution of labor composition to labor productivity for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721192       	0721	19	2	2017	Contribution of research and development (R&D) intensity to labor productivity for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721193       	0721	19	3	-	Contribution of research and development (R&D) intensity to labor productivity for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721202       	0721	20	2	2017	Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721203       	0721	20	3	-	Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721212       	0721	21	2	2017	Unit labor costs for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721213       	0721	21	3	-	Unit labor costs for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721222       	0721	22	2	2017	Unit capital costs for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721223       	0721	22	3	-	Unit capital costs for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721512       	0721	51	2	2017	Real sectoral output for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721513       	0721	51	3	-	Real sectoral output for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721552       	0721	55	2	2017	Energy input for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721553       	0721	55	3	-	Energy input for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721562       	0721	56	2	2017	Materials input for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721563       	0721	56	3	-	Materials input for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721572       	0721	57	2	2017	Services Input for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721573       	0721	57	3	-	Services Input for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721611       	0721	61	1	-	Sectoral output, billions of current dollars for Accommodation (NAICS 721), Levels		1987	A01	2022	A01
MPU0721621       	0721	62	1	-	Capital costs, billions of current dollars for Accommodation (NAICS 721), Levels		1987	A01	2022	A01
MPU0721631       	0721	63	1	-	Labor costs, billions of current dollars for Accommodation (NAICS 721), Levels		1987	A01	2022	A01
MPU0721641       	0721	64	1	-	Energy costs, billions of current dollars for Accommodation (NAICS 721), Levels		1987	A01	2022	A01
MPU0721651       	0721	65	1	-	Materials costs, billions of current dollars for Accommodation (NAICS 721), Levels		1987	A01	2022	A01
MPU0721661       	0721	66	1	-	Services costs, billions of current dollars for Accommodation (NAICS 721), Levels		1987	A01	2022	A01
MPU0721671       	0721	67	1	-	Capital share for Accommodation (NAICS 721), Levels		1987	A01	2022	A01
MPU0721681       	0721	68	1	-	Labor share for Accommodation (NAICS 721), Levels		1987	A01	2022	A01
MPU0721691       	0721	69	1	-	Energy share for Accommodation (NAICS 721), Levels		1987	A01	2022	A01
MPU0721701       	0721	70	1	-	Materials share for Accommodation (NAICS 721), Levels		1987	A01	2022	A01
MPU0721711       	0721	71	1	-	Services share for Accommodation (NAICS 721), Levels		1987	A01	2022	A01
MPU0721742       	0721	74	2	2017	Contribution of energy intensity to labor productivity for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721743       	0721	74	3	-	Contribution of energy intensity to labor productivity for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721762       	0721	76	2	2017	Contribution of materials intensity to labor productivity for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721763       	0721	76	3	-	Contribution of materials intensity to labor productivity for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721772       	0721	77	2	2017	Contribution of services intensity to labor productivity for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
MPU0721773       	0721	77	3	-	Contribution of services intensity to labor productivity for Accommodation (NAICS 721), % Change Year Ago		1988	A01	2022	A01
MPU0721782       	0721	78	2	2017	Contribution of intermediate inputs intensity to labor productivity for Accommodation (NAICS 721), Indexes = 100.000		1987	A01	2022	A01
